user_name,rating,date,review_text,likes,app_version,sentiment,sentiment_encoded,review_clean,review_tokens
Pengguna Google,1,2026-04-13 06:06:12,aplikasi pemerintah ngga ada yang beres,0,unknown,Negatif,0,aplikasi perintah tidak beres,"['aplikasi', 'perintah', 'tidak', 'beres']"
Pengguna Google,1,2025-06-09 13:16:43,Parahhh lah mau login aja susah bner,0,2.0.4,Negatif,0,parahhh mau login saja susah benar,"['parahhh', 'mau', 'login', 'saja', 'susah', 'benar']"
Pengguna Google,1,2026-02-06 17:43:57,"uang pajaknya udh diterima tapi harus melapor lagi kalau udah bayar, sistemnya bagaimana ini?",0,2.0.6,Negatif,0,uang pajak terima tapi harus lapor lagi bayar sistem bagaimana,"['uang', 'pajak', 'terima', 'tapi', 'harus', 'lapor', 'lagi', 'bayar', 'sistem', 'bagaimana']"
Pengguna Google,1,2025-02-28 08:52:59,Kode verifikasi gak di kirim email,0,2.0.3,Negatif,0,kode verifikasi tidak kirim email,"['kode', 'verifikasi', 'tidak', 'kirim', 'email']"
Pengguna Google,1,2021-12-09 13:53:59,"Maaf ini email baru buat tapi kok katanya sudah pernah mendaftar ?, ke kantor pajak katanya suruh online , aplikasinya aja seperti ini gimana mau online , saat ini bintang 1 dulu karena aplikasinya sangat mempersulit untuk orang awam",42,1.0,Negatif,0,maaf email baru tapi kok kata pernah daftar kantor pajak kata suruh online aplikasi saja seperti bagaimana mau online saat bintang dulu karena aplikasi sangat sulit orang awam,"['maaf', 'email', 'baru', 'tapi', 'kok', 'kata', 'pernah', 'daftar', 'kantor', 'pajak', 'kata', 'suruh', 'online', 'aplikasi', 'saja', 'seperti', 'bagaimana', 'mau', 'online', 'saat', 'bintang', 'dulu', 'karena', 'aplikasi', 'sangat', 'sulit', 'orang', 'awam']"
Pengguna Google,1,2025-02-26 12:55:45,"Tidak ada respon sama sekali dari live chat pajak, tolong benahi saya sudah 2 hari menunggu respon bolak balik buka chat live",0,2.0.3,Negatif,0,tidak respon sama sekali live chat pajak tolong benah hari tunggu respon bolak balik buka chat live,"['tidak', 'respon', 'sama', 'sekali', 'live', 'chat', 'pajak', 'tolong', 'benah', 'hari', 'tunggu', 'respon', 'bolak', 'balik', 'buka', 'chat', 'live']"
Pengguna Google,1,2022-10-11 15:59:27,Aplikasi TDK biasa buka dn tidak berguna,0,unknown,Negatif,0,aplikasi tidak biasa buka dn tidak guna,"['aplikasi', 'tidak', 'biasa', 'buka', 'dn', 'tidak', 'guna']"
Pengguna Google,1,2023-03-29 17:26:55,Nomor NPWP dan password sudah benar tapi pas login malah gak bisa keterangan NPWP atau password salah hadeh...apa ini akibat sering makan uang haram jadi aplikasinya gak guna,1,1.2.0,Negatif,0,nomor npwp password benar tapi pas login malah tidak terang npwp password salah hadeh apa akibat sering makan uang haram jadi aplikasi tidak guna,"['nomor', 'npwp', 'password', 'benar', 'tapi', 'pas', 'login', 'malah', 'tidak', 'terang', 'npwp', 'password', 'salah', 'hadeh', 'apa', 'akibat', 'sering', 'makan', 'uang', 'haram', 'jadi', 'aplikasi', 'tidak', 'guna']"
Aman S,2,2022-02-19 14:27:52,Harusnya ada menu pelaporan SPT tahunan sehingga memudahkan wajib pajak untuk lapor karena menu lapor di web sering eror.,0,unknown,Negatif,0,harus menu lapor spt tahun sehingga mudah wajib pajak lapor karena menu lapor web sering eror,"['harus', 'menu', 'lapor', 'spt', 'tahun', 'sehingga', 'mudah', 'wajib', 'pajak', 'lapor', 'karena', 'menu', 'lapor', 'web', 'sering', 'eror']"
Pengguna Google,1,2025-11-22 05:29:39,angel login.e,0,2.0.6,Negatif,0,angel login,"['angel', 'login']"
Pengguna Google,1,2023-11-30 21:12:43,Kurang bisa dimengerti,0,unknown,Negatif,0,kurang erti,"['kurang', 'erti']"
Pengguna Google,1,2024-08-10 19:52:08,"Parah, aplikasi gak jelas!!!!!!",0,1.4.0,Negatif,0,parah aplikasi tidak jelas,"['parah', 'aplikasi', 'tidak', 'jelas']"
Pengguna Google,1,2024-02-24 11:46:42,Tidak ada menu buat lapor spt,0,unknown,Negatif,0,tidak menu lapor spt,"['tidak', 'menu', 'lapor', 'spt']"
Ikha Defi Indriyanti,1,2022-06-12 00:40:16,Sucks App !!!!,0,1.1.0,Negatif,0,sucks aplikasi,"['sucks', 'aplikasi']"
Pengguna Google,1,2023-06-22 15:40:03,Lupa sandi GK bisa Daftar baru GK bisa Nyuci piring bisa kau?🤬😡,0,1.2.3,Negatif,0,lupa sandi tidak daftar baru tidak nyuci piring kau,"['lupa', 'sandi', 'tidak', 'daftar', 'baru', 'tidak', 'nyuci', 'piring', 'kau']"
Pengguna Google,1,2025-01-04 19:45:29,Ga bisa diakses sama sekali,0,2.0.2,Negatif,0,tidak akses sama sekali,"['tidak', 'akses', 'sama', 'sekali']"
Pengguna Google,1,2026-03-07 11:21:19,"pertama, aktivasi sulit. kedua, berhasil log-in apk menggunakan pw yg dikirim tapi saat ingin mencoba 'lapor spt' ternyata sedang under maintenance lalu saya mencoba melalui web tapi saat mencoba membuka melalui web, selalu gagal karena username dan pw salah ketiga, saat mencoba lupa sandi , email/nomor selalu salah pdhal sudah sesuai seperti awal aktivasi. kita yg membayar pajak kita laporan dan dipersulit. buat apa apk ini kalau ujung-ujungnya ke kantor pajak?",2,3.0.6,Negatif,0,pertama aktivasi sulit dua hasil log in aplikasi guna pw kirim tapi saat ingin coba lapor spt nyata sedang under maintenance lalu coba lalu web tapi saat coba buka lalu web selalu gagal karena username pw salah tiga saat coba lupa sandi email nomor selalu salah pdhal sesuai seperti awal aktivasi bayar pajak lapor sulit apa aplikasi ujung ujung kantor pajak,"['pertama', 'aktivasi', 'sulit', 'dua', 'hasil', 'log', 'in', 'aplikasi', 'guna', 'pw', 'kirim', 'tapi', 'saat', 'ingin', 'coba', 'lapor', 'spt', 'nyata', 'sedang', 'under', 'maintenance', 'lalu', 'coba', 'lalu', 'web', 'tapi', 'saat', 'coba', 'buka', 'lalu', 'web', 'selalu', 'gagal', 'karena', 'username', 'pw', 'salah', 'tiga', 'saat', 'coba', 'lupa', 'sandi', 'email', 'nomor', 'selalu', 'salah', 'pdhal', 'sesuai', 'seperti', 'awal', 'aktivasi', 'bayar', 'pajak', 'lapor', 'sulit', 'apa', 'aplikasi', 'ujung', 'ujung', 'kantor', 'pajak']"
Pengguna Google,1,2025-12-20 17:38:24,tolong kenapa lama banget aplikasinya😭,1,2.0.6,Negatif,0,tolong kenapa lama sangat aplikasi,"['tolong', 'kenapa', 'lama', 'sangat', 'aplikasi']"
Pengguna Google,1,2025-02-13 23:36:59,"Ternyata gak cuma aku yg gak bisa verifikasi sms dan email. Malah disuruh kekantor untuk minta kode efin, enak bener nyuruh kekantor, dulu aku daftarnya online, jadi aku maunya online aja,, katanya telat lapor kena denda, tapi bukan gak mau lapor tapi di persulit. Klok pas daftar aja lancar,, giliran minta kode efin buat laporan malah gak bisa. Kerja yg bagus benahi apk nya.",8,2.0.3,Negatif,0,nyata tidak cuma tidak verifikasi sms email malah suruh kantor minta kode efin enak bener nyuruh kantor dulu daftar online jadi mau online saja kata telat lapor kena denda tapi bukan tidak mau lapor tapi sulit klok pas daftar saja lancar gilir minta kode efin lapor malah tidak kerja bagus benah aplikasi,"['nyata', 'tidak', 'cuma', 'tidak', 'verifikasi', 'sms', 'email', 'malah', 'suruh', 'kantor', 'minta', 'kode', 'efin', 'enak', 'bener', 'nyuruh', 'kantor', 'dulu', 'daftar', 'online', 'jadi', 'mau', 'online', 'saja', 'kata', 'telat', 'lapor', 'kena', 'denda', 'tapi', 'bukan', 'tidak', 'mau', 'lapor', 'tapi', 'sulit', 'klok', 'pas', 'daftar', 'saja', 'lancar', 'gilir', 'minta', 'kode', 'efin', 'lapor', 'malah', 'tidak', 'kerja', 'bagus', 'benah', 'aplikasi']"
Pengguna Google,1,2025-03-18 17:06:40,"Aplikasi m pajak tidak layak dipakai! Fitur pemulihan EFIN terus error meski jaringan stabil, chatbot tidak membantu, dan pengguna akhirnya tetap harus ke kantor pajak. Buat apa ada aplikasi kalau ujung-ujungnya tidak mempermudah? Hanya buang anggaran negara! Performa sangat memalukan untuk urusan sepentas pajak. Rating 1 bintang pun masih terlalu baik!",9,2.0.3,Negatif,0,aplikasi pajak tidak layak pakai fitur pulih efin terus error meski jaring stabil chatbot tidak bantu guna akhir tetap harus kantor pajak apa aplikasi ujung ujung tidak mudah hanya buang anggar negara performa sangat malu urus pentas pajak rating bintang pun masih terlalu baik,"['aplikasi', 'pajak', 'tidak', 'layak', 'pakai', 'fitur', 'pulih', 'efin', 'terus', 'error', 'meski', 'jaring', 'stabil', 'chatbot', 'tidak', 'bantu', 'guna', 'akhir', 'tetap', 'harus', 'kantor', 'pajak', 'apa', 'aplikasi', 'ujung', 'ujung', 'tidak', 'mudah', 'hanya', 'buang', 'anggar', 'negara', 'performa', 'sangat', 'malu', 'urus', 'pentas', 'pajak', 'rating', 'bintang', 'pun', 'masih', 'terlalu', 'baik']"
Pengguna Google,1,2025-01-20 23:56:04,PAJAK VIA ONLINE SEMAKIN RIBET,0,unknown,Negatif,0,pajak via online makin ribet,"['pajak', 'via', 'online', 'makin', 'ribet']"
Pengguna Google,1,2026-01-05 12:43:42,"gk bisa login, pdhl sandinya udh sesuai",0,unknown,Negatif,0,tidak login pdhl sandi sesuai,"['tidak', 'login', 'pdhl', 'sandi', 'sesuai']"
Pengguna Google,1,2025-04-29 16:01:13,"kocak ini apk dungu, ngapain udah ada apk ini giliran mau lapor spt tahunan malah disuruh pake web trs gunanya apa ini aplikasinya? Emang susah negri konoha ini",0,unknown,Negatif,0,kocak aplikasi dungu ngapain aplikasi gilir mau lapor spt tahun malah suruh pakai web terus guna apa aplikasi emang susah negri konoha,"['kocak', 'aplikasi', 'dungu', 'ngapain', 'aplikasi', 'gilir', 'mau', 'lapor', 'spt', 'tahun', 'malah', 'suruh', 'pakai', 'web', 'terus', 'guna', 'apa', 'aplikasi', 'emang', 'susah', 'negri', 'konoha']"
Pengguna Google,1,2026-04-02 23:40:26,aplikasi tidak bermutu,0,2.0.6,Negatif,0,aplikasi tidak mutu,"['aplikasi', 'tidak', 'mutu']"
Pengguna Google,1,2025-01-23 09:29:20,Habis di update makah eror apk apa ini.,0,2.0.3,Negatif,0,habis update makah eror aplikasi apa,"['habis', 'update', 'makah', 'eror', 'aplikasi', 'apa']"
Pengguna Google,1,2024-12-17 15:34:44,Otp verif gabisa di klik,0,2.0.0,Negatif,0,otp verif tidak klik,"['otp', 'verif', 'tidak', 'klik']"
Pengguna Google,1,2023-11-06 14:22:27,Aplikasi ngga guna,0,1.2.3,Negatif,0,aplikasi tidak guna,"['aplikasi', 'tidak', 'guna']"
Pengguna Google,1,2025-03-31 18:49:26,kayak gini bayar pajak rutin pelayanannya ga becuss gak becus bangdt kerja,0,2.0.4,Negatif,0,kayak begini bayar pajak rutin layan tidak becuss tidak becus bangdt kerja,"['kayak', 'begini', 'bayar', 'pajak', 'rutin', 'layan', 'tidak', 'becuss', 'tidak', 'becus', 'bangdt', 'kerja']"
Pengguna Google,1,2025-10-24 22:14:08,busugggggg malah bisa login di web doang,0,2.0.6,Negatif,0,busugggggg malah login web saja,"['busugggggg', 'malah', 'login', 'web', 'saja']"
Pengguna Google,1,2025-08-07 16:35:26,sangatt burukkkk,0,unknown,Negatif,0,sangatt burukkkk,"['sangatt', 'burukkkk']"
Pengguna Google,1,2024-10-25 18:24:36,Jgn masukin data ini penipuan,0,1.4.0,Negatif,0,jgn masukin data tipu,"['jgn', 'masukin', 'data', 'tipu']"
Pengguna Google,1,2024-06-22 11:06:50,"Mau ganti npwp16aja susah setengah mati, webnya diisi salah mulu pdhl dah bener",0,1.4.0,Negatif,0,mau ganti npwpaja susah tengah mati webnya isi salah mulu pdhl dah bener,"['mau', 'ganti', 'npwpaja', 'susah', 'tengah', 'mati', 'webnya', 'isi', 'salah', 'mulu', 'pdhl', 'dah', 'bener']"
Pengguna Google,1,2024-03-26 15:04:35,Lemot,0,1.4.0,Negatif,0,lot,['lot']
Pengguna Google,1,2026-02-18 21:19:12,apk gjls buang buang anggaran,0,3.0.6,Negatif,0,aplikasi gjls buang buang anggar,"['aplikasi', 'gjls', 'buang', 'buang', 'anggar']"
Aidil Fudhail Mumtaz,1,2024-03-22 20:31:12,Login aja susah,0,1.4.0,Negatif,0,login saja susah,"['login', 'saja', 'susah']"
Pengguna Google,1,2025-01-07 09:40:03,"Gk jelas, login kg bisa², udah tau mau buat NPWP",0,2.0.2,Negatif,0,tidak jelas login kg tahu mau npwp,"['tidak', 'jelas', 'login', 'kg', 'tahu', 'mau', 'npwp']"
Devy Christina,1,2023-05-09 09:19:39,"Untuk login pakai npwp, setelah masukkan kode verifikasi jadi error. Restart terus.. Tolong diperbaiki.",0,unknown,Negatif,0,login pakai npwp telah masuk kode verifikasi jadi error restart terus tolong baik,"['login', 'pakai', 'npwp', 'telah', 'masuk', 'kode', 'verifikasi', 'jadi', 'error', 'restart', 'terus', 'tolong', 'baik']"
Pengguna Google,1,2022-06-05 14:44:50,Masuk ke akun sendiri aja super ribet . Mungkin harus ada uang pelicin dulu baru di kasih efin,3,1.1.0,Negatif,0,masuk akun sendiri saja super ribet mungkin harus uang licin dulu baru kasih efin,"['masuk', 'akun', 'sendiri', 'saja', 'super', 'ribet', 'mungkin', 'harus', 'uang', 'licin', 'dulu', 'baru', 'kasih', 'efin']"
Pengguna Google,1,2025-02-26 11:01:33,"nunggu otp 2 abad , niat gk bikin aplikasi",0,2.0.3,Negatif,0,nunggu otp abad niat tidak bikin aplikasi,"['nunggu', 'otp', 'abad', 'niat', 'tidak', 'bikin', 'aplikasi']"
Pengguna Google,1,2026-02-24 23:19:19,aplikasi gembel,0,unknown,Negatif,0,aplikasi gembel,"['aplikasi', 'gembel']"
Pengguna Google,1,2025-03-01 04:58:23,Ko smakin di persulit y stiap mau login slalu gagal klo orng g lapor kena denda orng mau lapor malah di persulit,1,2.0.3,Negatif,0,ko smakin sulit stiap mau login selalu gagal klo orang tidak lapor kena denda orang mau lapor malah sulit,"['ko', 'smakin', 'sulit', 'stiap', 'mau', 'login', 'selalu', 'gagal', 'klo', 'orang', 'tidak', 'lapor', 'kena', 'denda', 'orang', 'mau', 'lapor', 'malah', 'sulit']"
Pengguna Google,1,2025-03-18 04:00:40,Aplikasi tolol,0,unknown,Negatif,0,aplikasi tolol,"['aplikasi', 'tolol']"
Pengguna Google,1,2026-03-31 15:21:39,berapa kira2 dana yg dihabiskan untuk membuat dan untuk maintenance apk ini ya?Apk nya kok kayak gak niat banget. Malu2in,0,3.0.6,Negatif,0,berapa kira dana habis buat maintenance aplikasi aplikasi kok kayak tidak niat sangat maluin,"['berapa', 'kira', 'dana', 'habis', 'buat', 'maintenance', 'aplikasi', 'aplikasi', 'kok', 'kayak', 'tidak', 'niat', 'sangat', 'maluin']"
Pengguna Google,1,2025-03-19 08:25:34,aplikasi gak guna,0,2.0.3,Negatif,0,aplikasi tidak guna,"['aplikasi', 'tidak', 'guna']"
Pengguna Google,1,2025-01-11 13:34:35,sampah,0,2.0.2,Negatif,0,sampah,['sampah']
Pengguna Google,1,2025-02-08 10:04:16,Sistem Error,0,unknown,Negatif,0,sistem error,"['sistem', 'error']"
Pengguna Google,1,2025-09-26 09:43:30,mau msk eror mlu,1,2.0.6,Negatif,0,mau msk eror mlu,"['mau', 'msk', 'eror', 'mlu']"
Fauzan Hadisyahputra,1,2023-12-18 12:09:05,"Suruh masukin NIK, tapi cuma bisa 10 angka. Ayolah.",0,1.2.4,Negatif,0,suruh masukin nik tapi cuma angka ayo,"['suruh', 'masukin', 'nik', 'tapi', 'cuma', 'angka', 'ayo']"
Pengguna Google,1,2022-03-08 20:07:19,Eror,0,1.1.0,Negatif,0,eror,['eror']
Pengguna Google,1,2025-09-04 05:26:31,aplikasi bobrok.suka ada update kaga sih? apa anggaran doang,0,2.0.5,Negatif,0,aplikasi bobrok suka update tidak apa anggar saja,"['aplikasi', 'bobrok', 'suka', 'update', 'tidak', 'apa', 'anggar', 'saja']"
Pengguna Google,1,2025-02-14 10:05:17,Aplikasi gak guna,0,2.0.3,Negatif,0,aplikasi tidak guna,"['aplikasi', 'tidak', 'guna']"
Pengguna Google,1,2026-02-06 15:26:13,"apalahh ini sistem pemerintahan loh padahal(kerjaaa woi kalian di gajih),,, tiap kali login ga bisa terus, di haruskan lapor pajak tapi sistemnya bobrok seperti ini? astagfirolloh :(",0,3.0.3,Negatif,0,apalahh sistem perintah padahal kerjaaa kalian gajih tiap kali login tidak terus harus lapor pajak tapi sistem bobrok seperti astagfirolloh,"['apalahh', 'sistem', 'perintah', 'padahal', 'kerjaaa', 'kalian', 'gajih', 'tiap', 'kali', 'login', 'tidak', 'terus', 'harus', 'lapor', 'pajak', 'tapi', 'sistem', 'bobrok', 'seperti', 'astagfirolloh']"
Pengguna Google,1,2024-03-16 04:07:21,Aplikasinya Gak mau terbuka di hp saya kok begitu???,0,1.4.0,Negatif,0,aplikasi tidak mau buka handphone kok begitu,"['aplikasi', 'tidak', 'mau', 'buka', 'handphone', 'kok', 'begitu']"
Pengguna Google,1,2026-04-29 18:16:06,"gaji udah dipotong pajak, masih aja kita yang repot buat lapor",0,3.0.9,Negatif,0,gaji potong pajak masih saja repot lapor,"['gaji', 'potong', 'pajak', 'masih', 'saja', 'repot', 'lapor']"
Askary Muhammad,1,2023-03-24 13:52:24,Verifikasi lupa efin gagal teros,2,1.2.0,Negatif,0,verifikasi lupa efin gagal ros,"['verifikasi', 'lupa', 'efin', 'gagal', 'ros']"
Pengguna Google,1,2024-11-12 19:35:01,Aplikasi gak berguna,0,1.4.0,Negatif,0,aplikasi tidak guna,"['aplikasi', 'tidak', 'guna']"
Pengguna Google,1,2025-03-25 14:53:23,apl ga jelas verifikasi SMS/email ga bisa di klik tolong yg jelas lah bikin apl kocak,0,unknown,Negatif,0,aplikasi tidak jelas verifikasi sms email tidak klik tolong jelas bikin aplikasi kocak,"['aplikasi', 'tidak', 'jelas', 'verifikasi', 'sms', 'email', 'tidak', 'klik', 'tolong', 'jelas', 'bikin', 'aplikasi', 'kocak']"
Pengguna Google,1,2025-07-14 23:01:13,"kacau ini masa email saya berubah, jadi email yang tidak saya kenal, wah keamanannya sudah gak bisa di percaya ini perpajakan",0,2.0.4,Negatif,0,kacau masa email ubah jadi email tidak kenal wah aman tidak percaya paja,"['kacau', 'masa', 'email', 'ubah', 'jadi', 'email', 'tidak', 'kenal', 'wah', 'aman', 'tidak', 'percaya', 'paja']"
Pengguna Google,1,2024-03-22 21:06:46,Eror terus,0,unknown,Negatif,0,eror terus,"['eror', 'terus']"
Pengguna Google,1,2024-12-05 17:32:18,"HATI"" GUYS.... Data bisa bocor, ada aja yang mengaku dari pihak DJP. Dan anehnya dia kirim name tage nya, mungkin palsu. Dikirim link sama dia, M-Pajak tapi beda sama yg ada di playstore ini. Miris yaaa, pemerintah punya tapi masih bisa dibobol orang datanya. Atau malah jual data??? Saya lapor mindra ajaa keknya biar diaudit... 🙃 Hampir livin dan brimo keretas, langsung sadar karena notif bahaya dari HP, dan mulai mikir apa iya pegawai pajak yg begitu sibuk punya waktu sebanyak ini nanya""...",0,unknown,Negatif,0,hati guys data bocor saja aku pihak djp aneh kirim name tage mungkin palsu kirim link sama pajak tapi beda sama playstore miris yaaa perintah punya tapi masih bobol orang data malah jual data lapor mindra ajaa kek biar audit hampir livin brimo retas langsung sadar karena notif bahaya handphone mulai mikir apa iya pegawai pajak begitu sibuk punya waktu banyak nanya,"['hati', 'guys', 'data', 'bocor', 'saja', 'aku', 'pihak', 'djp', 'aneh', 'kirim', 'name', 'tage', 'mungkin', 'palsu', 'kirim', 'link', 'sama', 'pajak', 'tapi', 'beda', 'sama', 'playstore', 'miris', 'yaaa', 'perintah', 'punya', 'tapi', 'masih', 'bobol', 'orang', 'data', 'malah', 'jual', 'data', 'lapor', 'mindra', 'ajaa', 'kek', 'biar', 'audit', 'hampir', 'livin', 'brimo', 'retas', 'langsung', 'sadar', 'karena', 'notif', 'bahaya', 'handphone', 'mulai', 'mikir', 'apa', 'iya', 'pegawai', 'pajak', 'begitu', 'sibuk', 'punya', 'waktu', 'banyak', 'nanya']"
Pengguna Google,2,2025-12-30 12:41:55,ayo dong perbaiki lagi ..biar lebih mudah untum daftar npwp nya,0,unknown,Negatif,0,ayo baik lagi biar mudah untum daftar npwp,"['ayo', 'baik', 'lagi', 'biar', 'mudah', 'untum', 'daftar', 'npwp']"
Pengguna Google,1,2024-07-13 03:10:53,Banyak yg eror,0,1.4.0,Negatif,0,banyak eror,"['banyak', 'eror']"
Pengguna Google,1,2025-02-08 07:06:46,Tidak bisa diakses,0,unknown,Negatif,0,tidak akses,"['tidak', 'akses']"
Pengguna Google,1,2023-02-04 11:13:57,"Aku daftar kmaren pakai gmail, sekarang disuruh pakai no. NPWP tapi knp g muat?..",0,1.1.0,Negatif,0,daftar kmaren pakai gmail sekarang suruh pakai nomor npwp tapi kenapa tidak muat,"['daftar', 'kmaren', 'pakai', 'gmail', 'sekarang', 'suruh', 'pakai', 'nomor', 'npwp', 'tapi', 'kenapa', 'tidak', 'muat']"
Pengguna Google,1,2024-03-28 11:18:26,"Error, force close, input otp error parah2",0,1.4.0,Negatif,0,error force close input otp error parah,"['error', 'force', 'close', 'input', 'otp', 'error', 'parah']"
Pengguna Google,1,2025-08-25 13:53:12,apps ga jelas. buat masukin data aja di persulit ntah efin lah apa lh itu namanya.,0,unknown,Negatif,0,apps tidak jelas masukin data saja sulit ntah efin apa lh nama,"['apps', 'tidak', 'jelas', 'masukin', 'data', 'saja', 'sulit', 'ntah', 'efin', 'apa', 'lh', 'nama']"
Pengguna Google,1,2023-08-01 16:35:20,"Maunya apa sih lu.? Instansi sekelas pemerintah negara tapi abal , maknya jangan banyak"" Korupsi ribet banget ngurus gini doang",0,1.2.3,Negatif,0,mau apa lu instansi kelas perintah negara tapi abal maknya jangan banyak korupsi ribet sangat ngurus begini saja,"['mau', 'apa', 'lu', 'instansi', 'kelas', 'perintah', 'negara', 'tapi', 'abal', 'maknya', 'jangan', 'banyak', 'korupsi', 'ribet', 'sangat', 'ngurus', 'begini', 'saja']"
iqbal aufa,1,2026-05-01 00:36:16,"useless, ga ngebantu malah mempersulit",0,3.0.9,Negatif,0,useless tidak ngebantu malah sulit,"['useless', 'tidak', 'ngebantu', 'malah', 'sulit']"
Pengguna Google,1,2026-04-06 21:53:17,pulsa habis otp ga nyampe hadeuh,0,3.0.9,Negatif,0,pulsa habis otp tidak nyampe hadeuh,"['pulsa', 'habis', 'otp', 'tidak', 'nyampe', 'hadeuh']"
