user_name,rating,date,review_text,likes,app_version,word_count,char_count,year_month,is_duplicate,sentiment,sentiment_encoded,review_clean,review_tokens
Pengguna Google,1,2024-12-12 09:56:43,aplikasi cacat. kebanyakan korupsi sih lu aplikasi aja cacatnya minta ampun,1,2.0.0,11,75,2024-12,False,Negatif,0,aplikasi cacat kebanyakan korupsi lu aplikasi saja cacatnya minta ampun,"['aplikasi', 'cacat', 'kebanyakan', 'korupsi', 'lu', 'aplikasi', 'saja', 'cacatnya', 'minta', 'ampun']"
Pengguna Google,5,2026-03-02 10:01:03,VeryVeryGood,0,3.0.6,1,12,2026-03,False,Positif,2,veryverygood,['veryverygood']
Jedediah Fanuel,3,2023-12-31 20:36:00,I think the feature is still incomplete compared to the web version,4,1.2.3,12,67,2023-12,False,Netral,1,think the feature is still incomplete compared to the web version,"['think', 'the', 'feature', 'is', 'still', 'incomplete', 'compared', 'to', 'the', 'web', 'version']"
Pengguna Google,3,2025-02-07 21:48:57,"Untuk M-Pajak belum support npwp 16 digit ya? Saya mau buat efin harus isi npwp 15 digit😔,kalo sudah beres saya kasih bintang 5 dah. Tolong dibenerin ya mas mbak",0,2.0.3,29,161,2025-02,False,Netral,1,pajak belum support npwp digit mau efin harus isi npwp digit kalo beres kasih bintang dah tolong dibenerin mas mbak,"['pajak', 'belum', 'support', 'npwp', 'digit', 'mau', 'efin', 'harus', 'isi', 'npwp', 'digit', 'kalo', 'beres', 'kasih', 'bintang', 'dah', 'tolong', 'dibenerin', 'mas', 'mbak']"
Pengguna Google,5,2024-07-14 20:00:41,Bagus,0,unknown,1,5,2024-07,True,Positif,2,bagus,['bagus']
Pengguna Google,1,2025-02-09 11:15:20,Apkasi bodong kebanyakan dikorupsi nih aplkasi nya,0,2.0.3,7,50,2025-02,False,Negatif,0,apkasi bodong kebanyakan dikorupsi aplkasi,"['apkasi', 'bodong', 'kebanyakan', 'dikorupsi', 'aplkasi']"
Pengguna Google,5,2024-10-23 08:41:52,Saya sangat terbantu,0,1.4.0,3,20,2024-10,False,Positif,2,sangat terbantu,"['sangat', 'terbantu']"
Pengguna Google,4,2024-09-05 16:57:36,Bagus,0,1.2.3,1,5,2024-09,True,Positif,2,bagus,['bagus']
Pengguna Google,2,2023-12-11 00:46:01,"yailah untuk daftar aja sulit stengah gila,masih ala2 online.jelas dri dlu klw pke online slalu bermslah dan gk berkembang alias nyaman dngan lemotnya sistem yg tdk di perbaharui. please lah klw mau pke sistim online2 perbaiki sistem nya,masa bgini mau dibilng maju.kapan..?",0,unknown,42,274,2023-12,False,Negatif,0,yailah daftar saja sulit stengah gila masih ala online jelas dlu klw pakai online selalu bermslah tidak berkembang alias nyaman dngan lemotnya sistem tidak perbaharui tolong klw mau pakai sistim online perbaiki sistem masa bgini mau dibilng maju kapan,"['yailah', 'daftar', 'saja', 'sulit', 'stengah', 'gila', 'masih', 'ala', 'online', 'jelas', 'dlu', 'klw', 'pakai', 'online', 'selalu', 'bermslah', 'tidak', 'berkembang', 'alias', 'nyaman', 'dngan', 'lemotnya', 'sistem', 'tidak', 'perbaharui', 'tolong', 'klw', 'mau', 'pakai', 'sistim', 'online', 'perbaiki', 'sistem', 'masa', 'bgini', 'mau', 'dibilng', 'maju', 'kapan']"
Sugeng,1,2023-07-05 20:54:15,"Hidup di indo susah bener, udah tua sakit nganggur, tiba2 didenda 100 ribu, telat lapor pajak katanya. Mau bayar denda, minta efin lewat email, 2 minggu tidak diproses. Terpaksa ke kpp pakai biaya transport 100 ribu pp. Aplikasi ini tidak berguna, maklum buatan indo. Pemerintah dzalim, pajak dikorupsi. Sri Mulyani tunggu karmamu.",1,unknown,52,331,2023-07,False,Negatif,0,hidup indo susah bener tua sakit nganggur tiba didenda ribu telat lapor pajak katanya mau bayar denda minta efin lewat email minggu tidak diproses terpaksa kpp pakai biaya transport ribu pp aplikasi tidak berguna maklum buatan indo pemerintah dzalim pajak dikorupsi sri mulyani tunggu karmamu,"['hidup', 'indo', 'susah', 'bener', 'tua', 'sakit', 'nganggur', 'tiba', 'didenda', 'ribu', 'telat', 'lapor', 'pajak', 'katanya', 'mau', 'bayar', 'denda', 'minta', 'efin', 'lewat', 'email', 'minggu', 'tidak', 'diproses', 'terpaksa', 'kpp', 'pakai', 'biaya', 'transport', 'ribu', 'pp', 'aplikasi', 'tidak', 'berguna', 'maklum', 'buatan', 'indo', 'pemerintah', 'dzalim', 'pajak', 'dikorupsi', 'sri', 'mulyani', 'tunggu', 'karmamu']"
Pengguna Google,5,2023-04-29 16:36:36,Sulit banget daftar NPWP online di DJP online,0,1.2.2,8,45,2023-04,False,Positif,2,sulit sangat daftar npwp online djp online,"['sulit', 'sangat', 'daftar', 'npwp', 'online', 'djp', 'online']"
Pengguna Google,3,2026-03-30 07:54:43,pdhl udh swapfoto ko ellor ya saya sampe ngulang 3×pdhl udh mengikuti arahan,0,3.0.6,13,76,2026-03,False,Netral,1,pdhl swapfoto ko ellor sampe ngulang pdhl mengikuti arahan,"['pdhl', 'swapfoto', 'ko', 'ellor', 'sampe', 'ngulang', 'pdhl', 'mengikuti', 'arahan']"
Pengguna Google,5,2026-03-01 22:38:36,Mempermudah pelaporan SPPT.,0,3.0.6,3,27,2026-03,False,Positif,2,mempermudah pelaporan sppt,"['mempermudah', 'pelaporan', 'sppt']"
Muhammad Indra,2,2026-03-11 18:19:58,I can't even change my profile data when verification is needed to log in.,2,3.0.6,14,74,2026-03,False,Negatif,0,can even change my profile data when verification is needed to log in,"['can', 'even', 'change', 'my', 'profile', 'data', 'when', 'verification', 'is', 'needed', 'to', 'log', 'in']"
Angel,1,2024-02-07 13:56:30,Error mulu. Mau gak mau harus ke KPP dong. Percuma donlot aplikasinya.,0,unknown,12,70,2024-02,False,Negatif,0,error mulu mau tidak mau harus kpp percuma donlot aplikasinya,"['error', 'mulu', 'mau', 'tidak', 'mau', 'harus', 'kpp', 'percuma', 'donlot', 'aplikasinya']"
Andro Kalas,5,2021-06-06 09:35:42,Lanjutkan inovasi yg seperti ini 👍,2,1.0,6,34,2021-06,False,Positif,2,lanjutkan inovasi seperti,"['lanjutkan', 'inovasi', 'seperti']"
Pengguna Google,1,2025-09-01 17:20:22,perbaikan apk nya...daftar EFIN aja susah banget.. masalah di nomor telpon tidak ditemukan...form input nya aja ga ada input nomor telpon,7,2.0.5,21,137,2025-09,False,Negatif,0,perbaikan aplikasi daftar efin saja susah sangat masalah nomor telpon tidak ditemukan form input saja tidak input nomor telpon,"['perbaikan', 'aplikasi', 'daftar', 'efin', 'saja', 'susah', 'sangat', 'masalah', 'nomor', 'telpon', 'tidak', 'ditemukan', 'form', 'input', 'saja', 'tidak', 'input', 'nomor', 'telpon']"
Setyo Suhartanto,3,2023-12-15 15:40:59,"Data is different with DJP web. Here, NPWP card is not printed with NIK while in DJP web site, it's already integrated. The address also different. Looks like DJP has several servers that not synced.",20,1.2.4,35,199,2023-12,False,Netral,1,data is different with djp web here npwp card is not printed with nik while in djp web site it already integrated the address also different looks like djp has several servers that not synced,"['data', 'is', 'different', 'with', 'djp', 'web', 'here', 'npwp', 'card', 'is', 'not', 'printed', 'with', 'nik', 'while', 'in', 'djp', 'web', 'site', 'it', 'already', 'integrated', 'the', 'address', 'also', 'different', 'looks', 'like', 'djp', 'has', 'several', 'servers', 'that', 'not', 'synced']"
Pengguna Google,4,2024-05-22 22:13:29,Mantap,0,1.4.0,1,6,2024-05,True,Positif,2,mantap,['mantap']
Pengguna Google,1,2021-12-15 11:22:07,"Ga bisa login,, tapi kalau login di browser bisa,, aneh banget..",0,1.0,11,64,2021-12,False,Negatif,0,tidak login tapi login browser aneh sangat,"['tidak', 'login', 'tapi', 'login', 'browser', 'aneh', 'sangat']"
Pengguna Google,1,2025-02-27 13:10:07,"Salah satu aplikasi terburuk, login minta verifikasi email, lah kirimnya email ada setengah jam. Keburu hangus! Jarang gw kasi nilai jelek.",0,unknown,21,139,2025-02,False,Negatif,0,salah satu aplikasi terburuk login minta verifikasi email kirimnya email setengah jam keburu hangus jarang gw kasi nilai jelek,"['salah', 'satu', 'aplikasi', 'terburuk', 'login', 'minta', 'verifikasi', 'email', 'kirimnya', 'email', 'setengah', 'jam', 'keburu', 'hangus', 'jarang', 'gw', 'kasi', 'nilai', 'jelek']"
Pengguna Google,1,2023-03-30 12:50:25,"App ga guna, dibuka g bisa, pas tanya ke pegawai pajaknya, mereka bilang pake web aja, jangan aplikasi Ya kali terus ngapain ada di playstore appnya",2,1.2.0,26,148,2023-03,False,Negatif,0,aplikasi tidak guna dibuka tidak pas tanya pegawai pajaknya bilang pakai web saja jangan aplikasi kali terus ngapain playstore appnya,"['aplikasi', 'tidak', 'guna', 'dibuka', 'tidak', 'pas', 'tanya', 'pegawai', 'pajaknya', 'bilang', 'pakai', 'web', 'saja', 'jangan', 'aplikasi', 'kali', 'terus', 'ngapain', 'playstore', 'appnya']"
Pengguna Google,5,2025-08-02 07:33:08,ok banget,0,2.0.4,2,9,2025-08,True,Positif,2,ok sangat,"['ok', 'sangat']"
Pengguna Google,3,2023-04-29 18:12:52,Semoga bisa ditambahkan fitur e-SPT PPh 23. Agar ga pindah pindah aplikasi. Satu aplikasi untuk akses semuanya.,0,1.2.2,17,111,2023-04,False,Netral,1,semoga ditambahkan fitur spt pph agar tidak pindah pindah aplikasi satu aplikasi akses semuanya,"['semoga', 'ditambahkan', 'fitur', 'spt', 'pph', 'agar', 'tidak', 'pindah', 'pindah', 'aplikasi', 'satu', 'aplikasi', 'akses', 'semuanya']"
Pengguna Google,1,2023-11-30 16:57:17,Aplikasi goblokkkkkk,0,1.2.4,2,20,2023-11,False,Negatif,0,aplikasi goblokkkkkk,"['aplikasi', 'goblokkkkkk']"
Pengguna Google,3,2021-12-13 21:07:49,Kenapa ya stiap saya masuk ke akun ga bs2 apa lg eror..,0,unknown,12,55,2021-12,False,Netral,1,kenapa stiap masuk akun tidak apa lagi eror,"['kenapa', 'stiap', 'masuk', 'akun', 'tidak', 'apa', 'lagi', 'eror']"
Pengguna Google,3,2024-03-27 21:07:26,Bisa minta updaten terbaru untuk samsungA33 ndak?,0,1.4.0,7,49,2024-03,False,Netral,1,minta updaten terbaru samsunga ndak,"['minta', 'updaten', 'terbaru', 'samsunga', 'ndak']"
Pengguna Google,1,2026-02-07 19:34:30,"yg butuh laporan lu, yg penyedia lu juga app ga bisa"" masuk ydah derita lu",0,3.0.3,15,74,2026-02,False,Negatif,0,butuh laporan lu penyedia lu aplikasi tidak masuk ydah derita lu,"['butuh', 'laporan', 'lu', 'penyedia', 'lu', 'aplikasi', 'tidak', 'masuk', 'ydah', 'derita', 'lu']"
Pengguna Google,4,2026-04-07 07:53:29,ok,0,3.0.6,1,2,2026-04,True,Positif,2,ok,['ok']
Pengguna Google,1,2022-04-06 05:09:09,bikin npwp loading validasi nya lama,0,1.1.0,6,36,2022-04,False,Negatif,0,bikin npwp loading validasi lama,"['bikin', 'npwp', 'loading', 'validasi', 'lama']"
Pengguna Google,3,2025-08-26 14:01:23,"aplikasi nya bagus, cuma perlu perbaharui lagi, agar bisa buat npwp dengan aplikasi ini, saat saya coba di website terjadi error.",5,2.0.5,21,129,2025-08,False,Netral,1,aplikasi bagus cuma perlu perbaharui lagi agar npwp aplikasi saat coba website terjadi error,"['aplikasi', 'bagus', 'cuma', 'perlu', 'perbaharui', 'lagi', 'agar', 'npwp', 'aplikasi', 'saat', 'coba', 'website', 'terjadi', 'error']"
Pengguna Google,1,2025-10-28 18:23:39,apa yang di harepin dari aplikasi buatan pemerintah,0,2.0.6,8,51,2025-10,False,Negatif,0,apa harepin aplikasi buatan pemerintah,"['apa', 'harepin', 'aplikasi', 'buatan', 'pemerintah']"
Pengguna Google,1,2024-01-04 12:32:50,"Login GK bisa.. GK di web atau di apk, sama saja..",0,1.2.4,11,50,2024-01,False,Negatif,0,login tidak tidak web aplikasi sama saja,"['login', 'tidak', 'tidak', 'web', 'aplikasi', 'sama', 'saja']"
John Dante,5,2022-01-05 19:27:54,Nice and helpful application,6,1.0,4,28,2022-01,False,Positif,2,nice and helpful application,"['nice', 'and', 'helpful', 'application']"
Pengguna Google,3,2026-04-30 13:47:48,"seharusnya dengan app ini, proses pelaporan jadi lebih mudah. Sangat disayangkan, belum bisa dioperasikan sebagaimana mestinya. Mohon diperbaiki 🙏",0,3.0.9,19,146,2026-04,False,Netral,1,seharusnya aplikasi proses pelaporan jadi mudah sangat disayangkan belum dioperasikan sebagaimana mestinya mohon diperbaiki,"['seharusnya', 'aplikasi', 'proses', 'pelaporan', 'jadi', 'mudah', 'sangat', 'disayangkan', 'belum', 'dioperasikan', 'sebagaimana', 'mestinya', 'mohon', 'diperbaiki']"
Pengguna Google,1,2022-04-13 00:52:26,"Aplikasi tidak bagus, selalu terjadi eror",0,1.1.0,6,41,2022-04,False,Negatif,0,aplikasi tidak bagus selalu terjadi eror,"['aplikasi', 'tidak', 'bagus', 'selalu', 'terjadi', 'eror']"
Pengguna Google,1,2024-03-28 09:36:14,"Aplikasi yg sangat buruk, ngga di website maupun aplikasi sama saja,bukan nya mebg update untuk memperbaiki kualitas pengguna malah tidak ada perkembangan",0,unknown,22,154,2024-03,False,Negatif,0,aplikasi sangat buruk tidak website maupun aplikasi sama saja bukan mebg update memperbaiki kualitas pengguna malah tidak perkembangan,"['aplikasi', 'sangat', 'buruk', 'tidak', 'website', 'maupun', 'aplikasi', 'sama', 'saja', 'bukan', 'mebg', 'update', 'memperbaiki', 'kualitas', 'pengguna', 'malah', 'tidak', 'perkembangan']"
Muhammad Febrian Adi Saputra,1,2024-02-18 10:20:57,"Registrasi EFIN tidak bisa, sudah ikut prosedur sampai dapat OTP, pas masukin kode lalu klik muncul notif sekilas dan tidak ada kelanjutannya,",0,unknown,22,142,2024-02,False,Negatif,0,registrasi efin tidak ikut prosedur sampai dapat otp pas masukin kode lalu klik muncul notif sekilas tidak kelanjutannya,"['registrasi', 'efin', 'tidak', 'ikut', 'prosedur', 'sampai', 'dapat', 'otp', 'pas', 'masukin', 'kode', 'lalu', 'klik', 'muncul', 'notif', 'sekilas', 'tidak', 'kelanjutannya']"
Pengguna Google,5,2023-07-12 10:18:23,Tertib pajak,0,1.2.3,2,12,2023-07,False,Positif,2,tertib pajak,"['tertib', 'pajak']"
Pengguna Google,5,2025-04-20 16:53:23,sebagai warga negara yang baik kita harus lapor pajak tahunan ...😊,0,2.0.4,11,66,2025-04,False,Positif,2,sebagai warga negara baik harus lapor pajak tahunan,"['sebagai', 'warga', 'negara', 'baik', 'harus', 'lapor', 'pajak', 'tahunan']"
Pengguna Google,5,2025-03-27 17:54:41,mantap,0,2.0.3,1,6,2025-03,True,Positif,2,mantap,['mantap']
Pengguna Google,5,2023-04-01 05:17:43,Oke,0,1.2.1,1,3,2023-04,True,Positif,2,oke,['oke']
Pengguna Google,1,2023-04-18 20:16:05,"Tolong dimatengin aplikasinya!! Kita anak muda yang biasa verifikasi apa-apa gampang, harus bantu orang tua buat ngisi ginian. Bisa-bisanya data baru selsai diisi, verifikasi langsung gagal. Ini yang anak muda ngisi aja emosi, kalok orang tua yang gaptek ngisi sendiri ya udah emosi sampe nangis mungkin.",0,1.2.2,46,304,2023-04,False,Negatif,0,tolong dimatengin aplikasinya anak muda biasa verifikasi apa apa gampang harus bantu orang tua ngisi ginian bisanya data baru selsai diisi verifikasi langsung gagal anak muda ngisi saja emosi kalok orang tua gaptek ngisi sendiri emosi sampe nangis mungkin,"['tolong', 'dimatengin', 'aplikasinya', 'anak', 'muda', 'biasa', 'verifikasi', 'apa', 'apa', 'gampang', 'harus', 'bantu', 'orang', 'tua', 'ngisi', 'ginian', 'bisanya', 'data', 'baru', 'selsai', 'diisi', 'verifikasi', 'langsung', 'gagal', 'anak', 'muda', 'ngisi', 'saja', 'emosi', 'kalok', 'orang', 'tua', 'gaptek', 'ngisi', 'sendiri', 'emosi', 'sampe', 'nangis', 'mungkin']"
Pengguna Google,3,2023-11-09 09:29:27,"Sangat mengecewakan,terlalu banyak persyaratan,untuk mendapatkan Efin saja sangat sulit.",0,1.2.3,9,88,2023-11,False,Netral,1,sangat mengecewakan terlalu banyak persyaratan mendapatkan efin saja sangat sulit,"['sangat', 'mengecewakan', 'terlalu', 'banyak', 'persyaratan', 'mendapatkan', 'efin', 'saja', 'sangat', 'sulit']"
Pengguna Google,1,2025-11-24 20:33:47,"tolong perbaiki sistem dibagian take foto saya gabisa upload foto nya, kalau gini terus gbisa buat NPWP nyusahin aja, kalian kerjanya apasih, kesalahan seperti ini aja ga di perhatikan nyusahin orang yang mau daftar npwp",8,2.0.6,35,220,2025-11,False,Negatif,0,tolong perbaiki sistem dibagian take foto tidak upload foto begini terus gbisa npwp nyusahin saja kalian kerjanya apasih kesalahan seperti saja tidak perhatikan nyusahin orang mau daftar npwp,"['tolong', 'perbaiki', 'sistem', 'dibagian', 'take', 'foto', 'tidak', 'upload', 'foto', 'begini', 'terus', 'gbisa', 'npwp', 'nyusahin', 'saja', 'kalian', 'kerjanya', 'apasih', 'kesalahan', 'seperti', 'saja', 'tidak', 'perhatikan', 'nyusahin', 'orang', 'mau', 'daftar', 'npwp']"
Pengguna Google,1,2023-01-19 12:12:02,Ribet bukan gampang tpi makin ribet ud 2 email tp gk ada balasan konfirmasi.d masukin lagi buat daftar ket email sudah pernah di pakai.,0,1.1.0,24,135,2023-01,False,Negatif,0,ribet bukan gampang tapi makin ribet ud email tapi tidak balasan konfirmasi masukin lagi daftar ket email pernah pakai,"['ribet', 'bukan', 'gampang', 'tapi', 'makin', 'ribet', 'ud', 'email', 'tapi', 'tidak', 'balasan', 'konfirmasi', 'masukin', 'lagi', 'daftar', 'ket', 'email', 'pernah', 'pakai']"
Pengguna Google,5,2022-12-17 13:06:14,Ok,0,1.1.0,1,2,2022-12,True,Positif,2,ok,['ok']
Pengguna Google,1,2026-03-07 15:18:00,"sepertinya aplikasi penipuan, digunakan untuk mengelabui korban dengan dalih aktivasi gagal, padahal aplikasi sudah dirancang seperti itu. masa anggota pajak mau repot repot telpon dan pandu, gak langsung suruh kekantor saja",0,unknown,31,224,2026-03,False,Negatif,0,sepertinya aplikasi penipuan digunakan mengelabui korban dalih aktivasi gagal padahal aplikasi dirancang seperti masa anggota pajak mau repot repot telpon pandu tidak langsung suruh kekantor saja,"['sepertinya', 'aplikasi', 'penipuan', 'digunakan', 'mengelabui', 'korban', 'dalih', 'aktivasi', 'gagal', 'padahal', 'aplikasi', 'dirancang', 'seperti', 'masa', 'anggota', 'pajak', 'mau', 'repot', 'repot', 'telpon', 'pandu', 'tidak', 'langsung', 'suruh', 'kekantor', 'saja']"
Pengguna Google,5,2024-03-30 11:24:34,Ok,0,unknown,1,2,2024-03,True,Positif,2,ok,['ok']
Pengguna Google,1,2025-02-05 14:41:39,Tidak membantu,0,2.0.3,2,14,2025-02,True,Negatif,0,tidak membantu,"['tidak', 'membantu']"
Pengguna Google,3,2024-03-21 03:54:47,Saya gagal mendapatkan kode verifikasi lupa efin karena kode tidak dikirim ke email maupun sms.,0,1.4.0,15,95,2024-03,False,Netral,1,gagal mendapatkan kode verifikasi lupa efin karena kode tidak dikirim email maupun sms,"['gagal', 'mendapatkan', 'kode', 'verifikasi', 'lupa', 'efin', 'karena', 'kode', 'tidak', 'dikirim', 'email', 'maupun', 'sms']"
fajri data,5,2023-04-05 01:37:37,Membantu,0,1.2.1,1,8,2023-04,True,Positif,2,membantu,['membantu']
Pengguna Google,1,2026-03-31 21:20:46,coretax sangat mempersulit,0,3.0.6,3,26,2026-03,False,Negatif,0,coretax sangat mempersulit,"['coretax', 'sangat', 'mempersulit']"
Pengguna Google,5,2024-02-29 10:39:21,"Aplikasi ini sangat cerdas...🤗🤗 Terbantu sekali,,saya sudah lupa dengan efin saya dan mertua tinggal isi data dan foto diri..langsung dapat efinnya..terima kasih m-pajak 🙏🙏 Mudah²n dapat lebih ditingkatkan lagi, dapat digunakan utk segala keperluan perpajakan spt pelaporan dan pembayaran pajak..",16,1.3.0,40,296,2024-02,False,Positif,2,aplikasi sangat cerdas terbantu sekali lupa efin mertua tinggal isi data foto diri langsung dapat efinnya terima kasih pajak mudah dapat ditingkatkan lagi dapat digunakan segala keperluan perpajakan spt pelaporan pembayaran pajak,"['aplikasi', 'sangat', 'cerdas', 'terbantu', 'sekali', 'lupa', 'efin', 'mertua', 'tinggal', 'isi', 'data', 'foto', 'diri', 'langsung', 'dapat', 'efinnya', 'terima', 'kasih', 'pajak', 'mudah', 'dapat', 'ditingkatkan', 'lagi', 'dapat', 'digunakan', 'segala', 'keperluan', 'perpajakan', 'spt', 'pelaporan', 'pembayaran', 'pajak']"
Pengguna Google,5,2022-01-10 18:29:37,bagus dan mantap,0,1.0,3,16,2022-01,False,Positif,2,bagus mantap,"['bagus', 'mantap']"
Pengguna Google,3,2021-09-10 17:50:43,"Di browser bisa login,kenapa di aplikasi tidak bisa ya?",0,1.0,9,55,2021-09,False,Netral,1,browser login kenapa aplikasi tidak,"['browser', 'login', 'kenapa', 'aplikasi', 'tidak']"
Pengguna Google,3,2023-12-05 06:28:33,"dua bulan ini ""tombol buat kode billing"" ndak aktif, mau buat kode billing ndak bisa, sebelumnya lancar",1,1.2.4,17,103,2023-12,False,Netral,1,dua bulan tombol kode billing ndak aktif mau kode billing ndak sebelumnya lancar,"['dua', 'bulan', 'tombol', 'kode', 'billing', 'ndak', 'aktif', 'mau', 'kode', 'billing', 'ndak', 'sebelumnya', 'lancar']"
Pengguna Google,5,2022-02-02 12:42:57,ok sangat membantu dan mudah penggunaanya dengan adanya app ini,1,1.1.0,10,63,2022-02,False,Positif,2,ok sangat membantu mudah penggunaanya adanya aplikasi,"['ok', 'sangat', 'membantu', 'mudah', 'penggunaanya', 'adanya', 'aplikasi']"
Pengguna Google,1,2026-03-31 16:53:30,"aplikasi dan web paling jelek, gaa up to date banget. loading lama, ilang mulu, gaa efektif dan efisien banget. plisa dong apus ajaa web kaya gini, yang niat kalo bikin web, yang proper, masa web sekelas kemenkeu kaya gini",4,3.0.6,39,222,2026-03,False,Negatif,0,aplikasi web paling jelek gaa up to date sangat loading lama ilang mulu gaa efektif efisien sangat plisa apus ajaa web kaya begini niat kalo bikin web proper masa web sekelas kemenkeu kaya begini,"['aplikasi', 'web', 'paling', 'jelek', 'gaa', 'up', 'to', 'date', 'sangat', 'loading', 'lama', 'ilang', 'mulu', 'gaa', 'efektif', 'efisien', 'sangat', 'plisa', 'apus', 'ajaa', 'web', 'kaya', 'begini', 'niat', 'kalo', 'bikin', 'web', 'proper', 'masa', 'web', 'sekelas', 'kemenkeu', 'kaya', 'begini']"
Pengguna Google,3,2026-02-11 04:42:13,"daftar online lwt coretak alamat domisili sdh benar tp gagal trs, cm ngurangin pulsa sm kuota doank.",2,3.0.5,17,100,2026-02,False,Netral,1,daftar online lwt coretak alamat domisili benar tapi gagal terus cm ngurangin pulsa sama kuota saja,"['daftar', 'online', 'lwt', 'coretak', 'alamat', 'domisili', 'benar', 'tapi', 'gagal', 'terus', 'cm', 'ngurangin', 'pulsa', 'sama', 'kuota', 'saja']"
Pengguna Google,5,2024-07-17 06:54:13,Mantap ...,0,1.2.0,2,10,2024-07,False,Positif,2,mantap,['mantap']
Pengguna Google,3,2023-07-02 17:34:49,3 dlu,0,unknown,2,5,2023-07,False,Netral,1,dlu,['dlu']
Pengguna Google,3,2023-01-26 20:01:31,"Selesai verifikasi, mau login kenapa username dan password salah. Padahal udah cek berkali kali tetap aja salah juga. Solusi nya tolong terimakasih.",3,1.1.0,22,148,2023-01,False,Netral,1,selesai verifikasi mau login kenapa username password salah padahal cek berkali kali tetap saja salah solusi tolong terimakasih,"['selesai', 'verifikasi', 'mau', 'login', 'kenapa', 'username', 'password', 'salah', 'padahal', 'cek', 'berkali', 'kali', 'tetap', 'saja', 'salah', 'solusi', 'tolong', 'terimakasih']"
Pengguna Google,5,2022-02-11 11:24:19,Ok,0,1.0,1,2,2022-02,True,Positif,2,ok,['ok']
