user_name,rating,date,review_text,likes,app_version,word_count,char_count,year_month,is_duplicate,sentiment,year,sentiment_encoded,review_clean,review_tokens
Pengguna Google,1,2025-10-06 14:27:37,aplikasi bodoh baru klik live chat langsung koneksi terputus ribet ga jelas abisin anggaran negara aja mau bayar pajak ribetnya naudzubillah ujung2nya dikorupsi,1,2.0.6,23,160,2025-10,False,Negatif,2025,0,aplikasi bodoh klik live chat langsung koneksi putus ribet tidak abisin anggar negara bayar pajak ribetnya naudzubillah ujung korupsi,"['aplikasi', 'bodoh', 'klik', 'live', 'chat', 'langsung', 'koneksi', 'putus', 'ribet', 'tidak', 'abisin', 'anggar', 'negara', 'bayar', 'pajak', 'ribetnya', 'naudzubillah', 'ujung', 'korupsi']"
Pengguna Google,5,2024-06-02 20:09:51,Disiplin membayar pajak cermin budaya bangsa yang hebat,0,1.4.0,8,55,2024-06,False,Positif,2024,2,disiplin bayar pajak cermin budaya bangsa hebat,"['disiplin', 'bayar', 'pajak', 'cermin', 'budaya', 'bangsa', 'hebat']"
Pengguna Google,5,2026-04-13 12:13:48,sangat membatu para karyawan untuk simpanan di masa pra kerja,0,3.0.6,10,61,2026-04,False,Positif,2026,2,batu karyawan simpan pra kerja,"['batu', 'karyawan', 'simpan', 'pra', 'kerja']"
Pengguna Google,5,2025-06-16 13:45:16,mantaaaap,0,2.0.4,1,9,2025-06,False,Positif,2025,2,mantaaaap,['mantaaaap']
Pengguna Google,1,2024-03-07 14:59:06,1: dulu,0,unknown,2,7,2024-03,False,Negatif,2024,0,,[]
Pengguna Google,5,2025-01-22 08:42:31,Bagus' 👍,0,2.0.3,2,8,2025-01,False,Positif,2025,2,bagus,['bagus']
Pengguna Google,1,2026-02-15 08:19:22,Jangan di download pusing sendiri,0,3.0.6,5,33,2026-02,False,Negatif,2026,0,jangan download pusing,"['jangan', 'download', 'pusing']"
Pengguna Google,1,2024-06-27 08:53:52,"Aplikasi bermasalah, gak beres udah ganti jaringan paket data ke wifi tetap aja, mana gak bisa masuk katanya sandi salah dll. Malah ujung-ujungnya akun keblokir, padahal barusan selesai daftar",245,1.4.0,29,192,2024-06,False,Negatif,2024,0,aplikasi masalah tidak beres ganti jaring paket data wifi tidak masuk sandi salah dll ujung ujung akun blokir barusan selesai daftar,"['aplikasi', 'masalah', 'tidak', 'beres', 'ganti', 'jaring', 'paket', 'data', 'wifi', 'tidak', 'masuk', 'sandi', 'salah', 'dll', 'ujung', 'ujung', 'akun', 'blokir', 'barusan', 'selesai', 'daftar']"
Pengguna Google,2,2025-02-28 05:37:29,"Kenapa untuk mendapatkan kode verifikasi email lambat sekali, sudah berapa kali ulang tetap lambat, padahal sudah pakai WiFi, super lemot,",1,2.0.3,20,138,2025-02,False,Negatif,2025,0,kode verifikasi email lambat kali ulang lambat pakai wifi super lot,"['kode', 'verifikasi', 'email', 'lambat', 'kali', 'ulang', 'lambat', 'pakai', 'wifi', 'super', 'lot']"
Pengguna Google,5,2025-09-20 01:12:10,alhamdulillah akhir nya selesai juga upgrade npwp baru 16 digit online nya,38,2.0.6,12,74,2025-09,False,Positif,2025,2,alhamdulillah nya selesai upgrade npwp digit online nya,"['alhamdulillah', 'nya', 'selesai', 'upgrade', 'npwp', 'digit', 'online', 'nya']"
Pengguna Google,5,2025-11-26 13:13:16,Alhamdulillah terima kasih kp2kp Majenang pengurusan NPWP lancar pelayanan 👍👍👍👍⭐,0,unknown,10,80,2025-11,False,Positif,2025,2,alhamdulillah terima kasih kpkp majenang urus npwp lancar layan,"['alhamdulillah', 'terima', 'kasih', 'kpkp', 'majenang', 'urus', 'npwp', 'lancar', 'layan']"
Ilfan Nur Arrofiq,1,2024-07-09 21:17:04,Mau reset password tp ditunggu sampek sejam lebih ngga ada email masuk.,0,unknown,12,71,2024-07,False,Negatif,2024,0,reset password tunggu sampek jam tidak email masuk,"['reset', 'password', 'tunggu', 'sampek', 'jam', 'tidak', 'email', 'masuk']"
Pengguna Google,4,2025-02-07 10:32:02,saya berikan 4 🔯 dulu karena baru awal saya pakai aplikasi ini,0,unknown,12,62,2025-02,False,Positif,2025,2,pakai aplikasi,"['pakai', 'aplikasi']"
MuFei Channel,1,2024-12-07 08:12:12,Trash. Input kode otp tapi tombol verifikasi ga nyala2. Sampai waktu tunggu habis. Dan stuck disitu. Benerin donk. Pakai QA ga sih. Yang bener donk.,2,2.0.0,25,148,2024-12,False,Negatif,2024,0,trash input kode otp tombol verifikasi tidak nyala tunggu habis stuck situ benerin donk pakai qa tidak bener donk,"['trash', 'input', 'kode', 'otp', 'tombol', 'verifikasi', 'tidak', 'nyala', 'tunggu', 'habis', 'stuck', 'situ', 'benerin', 'donk', 'pakai', 'qa', 'tidak', 'bener', 'donk']"
Pengguna Google,5,2024-09-08 18:58:44,Good job! :),1,1.4.0,3,12,2024-09,True,Positif,2024,2,good job,"['good', 'job']"
Pengguna Google,5,2025-03-27 09:13:33,good,0,2.0.3,1,4,2025-03,True,Positif,2025,2,good,['good']
Pengguna Google,5,2025-01-15 10:03:58,Susah belumbisa,0,2.0.2,2,15,2025-01,False,Positif,2025,2,susah belumbisa,"['susah', 'belumbisa']"
Boyz Ismail,1,2025-08-11 11:37:00,Gak ada menu untuk daftar pengguna baru. Yang ada hanya menu untuk login. Gimana mau login kalo belum daftar. 👎👎👎👎👎,0,unknown,20,115,2025-08,False,Negatif,2025,0,tidak menu daftar guna menu login login kalo belum daftar,"['tidak', 'menu', 'daftar', 'guna', 'menu', 'login', 'login', 'kalo', 'belum', 'daftar']"
Pengguna Google,5,2024-05-20 18:49:33,Aplikasi informatif dan mudah dipahami,0,unknown,5,38,2024-05,False,Positif,2024,2,aplikasi informatif mudah paham,"['aplikasi', 'informatif', 'mudah', 'paham']"
Pengguna Google,2,2024-09-21 13:03:36,Mau bikin NPWP bagian otp nya gagal terus kesal pdhl udh isi pulsa..,0,1.4.0,13,68,2024-09,False,Negatif,2024,0,bikin npwp otp nya gagal kesal pdhl isi pulsa,"['bikin', 'npwp', 'otp', 'nya', 'gagal', 'kesal', 'pdhl', 'isi', 'pulsa']"
Pengguna Google,1,2024-06-04 08:41:15,"Aplikasi menyukitkan tidak berguna,emding tidak usah pajak sekalian",0,unknown,8,67,2024-06,False,Negatif,2024,0,aplikasi menyukitkan tidak guna emding tidak pajak,"['aplikasi', 'menyukitkan', 'tidak', 'guna', 'emding', 'tidak', 'pajak']"
Pengguna Google,5,2025-01-29 19:26:12,Baik,0,2.0.2,1,4,2025-01,True,Positif,2025,2,,[]
Pengguna Google,5,2025-02-03 20:00:14,"Proses cepat, thanks",0,2.0.3,3,20,2025-02,False,Positif,2025,2,proses cepat thanks,"['proses', 'cepat', 'thanks']"
Pengguna Google,4,2025-05-27 16:38:40,ok,0,2.0.3,1,2,2025-05,True,Positif,2025,2,ok,['ok']
Pengguna Google,5,2025-01-15 21:28:01,MemudHkan segala urusan👍👍👍💪,0,2.0.2,3,27,2025-01,False,Positif,2025,2,memudhkan urus,"['memudhkan', 'urus']"
Pengguna Google,1,2026-02-28 10:59:21,BUSUK SEMUA APLIKASI NEGARA SAMPAH,0,3.0.6,5,34,2026-02,False,Negatif,2026,0,busuk aplikasi negara sampah,"['busuk', 'aplikasi', 'negara', 'sampah']"
Pengguna Google,5,2026-02-11 21:23:21,mantap,0,unknown,1,6,2026-02,True,Positif,2026,2,mantap,['mantap']
Pengguna Google,5,2026-04-30 14:04:23,terbantu dengan pelayanan ini terimakasih 🙏,0,unknown,6,43,2026-04,False,Positif,2026,2,bantu layan terimakasih,"['bantu', 'layan', 'terimakasih']"
Pengguna Google,1,2025-03-03 17:39:05,Seharian ga bisa login ke aplikaai ataupun web nya larena verifikator nya ga muncul muncul,0,2.0.3,15,90,2025-03,False,Negatif,2025,0,hari tidak login aplikaai web nya larena verifikator nya tidak muncul muncul,"['hari', 'tidak', 'login', 'aplikaai', 'web', 'nya', 'larena', 'verifikator', 'nya', 'tidak', 'muncul', 'muncul']"
Pengguna Google,1,2024-03-21 12:50:13,"Aplikasi buruk,percuma di realis aplikasi kalau sering gangguan,lebih bagus ga usah lewat aplikasi,bukan mempermudah pelaporan malh menyebalkan",2,1.4.0,17,143,2024-03,False,Negatif,2024,0,aplikasi buruk realis aplikasi ganggu bagus tidak aplikasi bukan mudah lapor malh sebal,"['aplikasi', 'buruk', 'realis', 'aplikasi', 'ganggu', 'bagus', 'tidak', 'aplikasi', 'bukan', 'mudah', 'lapor', 'malh', 'sebal']"
Pengguna Google,1,2025-07-22 14:34:16,"website jelek aplikasi jelek, judul doang dibawah naungan pajak, ga modal duitnya banyak juga 👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻",0,2.0.4,15,106,2025-07,False,Negatif,2025,0,website jelek aplikasi jelek judul bawah naung pajak tidak modal duit,"['website', 'jelek', 'aplikasi', 'jelek', 'judul', 'bawah', 'naung', 'pajak', 'tidak', 'modal', 'duit']"
Pengguna Google,1,2024-09-26 20:52:30,Gak berfungsi,0,1.4.0,2,13,2024-09,False,Negatif,2024,0,tidak fungsi,"['tidak', 'fungsi']"
Pengguna Google,1,2025-03-11 13:49:47,Kenapa gak ada pilihan lain buat ganti sandi sedangkan kita gak bisa masuk klo gak ada bantuan lupa sandi klo gini terus mending tutup aja dah malas..,0,unknown,27,150,2025-03,False,Negatif,2025,0,tidak pilih ganti sandi tidak masuk klo tidak bantu lupa sandi klo mending tutup dah malas,"['tidak', 'pilih', 'ganti', 'sandi', 'tidak', 'masuk', 'klo', 'tidak', 'bantu', 'lupa', 'sandi', 'klo', 'mending', 'tutup', 'dah', 'malas']"
Pengguna Google,1,2025-03-25 19:05:14,APLIKASI TOLOL,0,2.0.4,2,14,2025-03,True,Negatif,2025,0,aplikasi tolol,"['aplikasi', 'tolol']"
Pengguna Google,5,2025-03-11 15:48:13,Good,0,1.4.0,1,4,2025-03,True,Positif,2025,2,good,['good']
Pengguna Google,5,2025-03-27 12:32:30,ok,0,2.0.3,1,2,2025-03,True,Positif,2025,2,ok,['ok']
Pengguna Google,1,2026-02-05 12:50:04,akhhh,0,2.0.6,1,5,2026-02,False,Negatif,2026,0,akhhh,['akhhh']
Pengguna Google,5,2025-04-15 07:51:45,mantap,0,2.0.4,1,6,2025-04,True,Positif,2025,2,mantap,['mantap']
Pengguna Google,1,2026-02-05 11:52:35,"ngeneki pak purbaya roh pora rakyate taat pajakak,sek dikon laporan,giliran ape laporan apk eror gk iso masuk,jan jane piye to ki wong pajak,godak gawe apk pora...",0,3.0.1,26,163,2026-02,False,Negatif,2026,0,ngeneki purbaya roh pora rakyate taat pajakak sek dikon lapor gilir ape lapor aplikasi eror tidak iso masuk jan jane piye to ki pajak godak gawe aplikasi pora,"['ngeneki', 'purbaya', 'roh', 'pora', 'rakyate', 'taat', 'pajakak', 'sek', 'dikon', 'lapor', 'gilir', 'ape', 'lapor', 'aplikasi', 'eror', 'tidak', 'iso', 'masuk', 'jan', 'jane', 'piye', 'to', 'ki', 'pajak', 'godak', 'gawe', 'aplikasi', 'pora']"
Pengguna Google,5,2024-01-19 16:04:50,Sippp👍👍👍,0,1.2.5,1,8,2024-01,False,Positif,2024,2,sippp,['sippp']
Pengguna Google,5,2026-04-10 12:44:42,mantap,0,3.0.6,1,6,2026-04,True,Positif,2026,2,mantap,['mantap']
Pengguna Google,5,2025-04-16 17:05:05,memuaskan,0,unknown,1,9,2025-04,False,Positif,2025,2,muas,['muas']
Pengguna Google,5,2026-03-11 14:13:44,membantu,0,1.4.0,1,8,2026-03,True,Positif,2026,2,bantu,['bantu']
Pengguna Google,5,2025-02-15 12:56:08,Mantap.,0,2.0.3,1,7,2025-02,True,Positif,2025,2,mantap,['mantap']
Pengguna Google,5,2026-04-06 18:35:00,suuulit,0,3.0.6,1,7,2026-04,False,Positif,2026,2,suuulit,['suuulit']
iqbal aufa,1,2026-05-01 00:36:16,"useless, ga ngebantu malah mempersulit",0,3.0.9,5,38,2026-05,False,Negatif,2026,0,useless tidak ngebantu sulit,"['useless', 'tidak', 'ngebantu', 'sulit']"
Pengguna Google,1,2024-10-21 22:11:28,Kalkulator pajak loading terus. Gmn sih programernya,0,1.4.0,7,52,2024-10,False,Negatif,2024,0,kalkulator pajak loading programernya,"['kalkulator', 'pajak', 'loading', 'programernya']"
Pengguna Google,5,2026-01-13 19:52:55,mantap,0,2.0.6,1,6,2026-01,True,Positif,2026,2,mantap,['mantap']
Pengguna Google,1,2025-10-24 22:14:08,busugggggg malah bisa login di web doang,0,2.0.6,7,40,2025-10,False,Negatif,2025,0,busugggggg login web,"['busugggggg', 'login', 'web']"
Pengguna Google,4,2025-03-15 22:53:56,Mudahan lancar,0,unknown,2,14,2025-03,False,Positif,2025,2,mudah lancar,"['mudah', 'lancar']"
Pengguna Google,5,2024-04-04 10:11:29,Error,0,1.4.0,1,5,2024-04,True,Positif,2024,2,error,['error']
Pengguna Google,1,2025-01-01 20:13:11,Ini appl apa sih ko percuma,0,2.0.1,6,27,2025-01,False,Negatif,2025,0,appl ko,"['appl', 'ko']"
Pengguna Google,5,2026-03-12 10:05:42,mantap,0,2.0.6,1,6,2026-03,True,Positif,2026,2,mantap,['mantap']
Pengguna Google,1,2025-03-23 09:13:54,"susah bngt daftarnya, tolong dong dipermudah cara daftarnya",0,2.0.3,8,59,2025-03,False,Negatif,2025,0,susah daftar tolong mudah daftar,"['susah', 'daftar', 'tolong', 'mudah', 'daftar']"
Yoga Nur Fahrudin,5,2026-02-28 19:01:02,"First time, i Was hard to use this. But there's lot of information on this Apps.",1,3.0.6,16,80,2026-02,False,Positif,2026,2,first time was hard to use this but there lot of information on this apps,"['first', 'time', 'was', 'hard', 'to', 'use', 'this', 'but', 'there', 'lot', 'of', 'information', 'on', 'this', 'apps']"
Pengguna Google,1,2024-11-25 20:59:29,PENIPUAN!,0,unknown,1,9,2024-11,False,Negatif,2024,0,tipu,['tipu']
Pengguna Google,5,2024-02-16 11:02:02,SANGAT MEMBANTU,0,unknown,2,15,2024-02,True,Positif,2024,2,bantu,['bantu']
Pengguna Google,1,2024-10-05 22:53:40,kenapa gk bisa untuk daptar mohon bantuan nya sbenar nya apn ini bisa di guna kn atau tidak buat daprtar aja sulit kalau gk bisa buat daptar npwp jgn di ada k apn ini seharus nya di permudah buat daptar nya ini malah di persulig,0,unknown,45,228,2024-10,False,Negatif,2024,0,tidak daptar mohon bantu nya sbenar nya apn kn tidak daprtar sulit tidak daptar npwp jgn apn harus nya mudah daptar nya persulig,"['tidak', 'daptar', 'mohon', 'bantu', 'nya', 'sbenar', 'nya', 'apn', 'kn', 'tidak', 'daprtar', 'sulit', 'tidak', 'daptar', 'npwp', 'jgn', 'apn', 'harus', 'nya', 'mudah', 'daptar', 'nya', 'persulig']"
Pengguna Google,1,2026-04-19 14:12:53,mau daftar aja susah bener et dah. verifikasi no hp kodenya kgk dikirim2,0,unknown,13,72,2026-04,False,Negatif,2026,0,daftar susah bener et dah verifikasi nomor handphone kode kgk kirim,"['daftar', 'susah', 'bener', 'et', 'dah', 'verifikasi', 'nomor', 'handphone', 'kode', 'kgk', 'kirim']"
Pengguna Google,1,2024-03-17 02:30:37,Indonesia gakakan maju.. serba di persulit,0,1.4.0,6,42,2024-03,False,Negatif,2024,0,indonesia gakakan maju serba sulit,"['indonesia', 'gakakan', 'maju', 'serba', 'sulit']"
Pengguna Google,5,2025-05-29 16:44:50,aku udh bisa dapat no efin mempermudah sekali mendapatkan no efin nya tanpa kita harus ke kantor pajak dulu . dan tinggal laporin dari online,0,2.0.4,25,141,2025-05,False,Positif,2025,2,nomor efin mudah nomor efin nya tanpa kantor pajak tinggal laporin online,"['nomor', 'efin', 'mudah', 'nomor', 'efin', 'nya', 'tanpa', 'kantor', 'pajak', 'tinggal', 'laporin', 'online']"
Pengguna Google,1,2025-07-02 18:43:06,kalo ujung2nya harus ke kantor pajak kenapa harus ada Kata PAJAK ONLINE. Pemerintah kalo bikin program aplikasi bukannya meringankan malah membingungkan!!!,20,2.0.4,21,155,2025-07,False,Negatif,2025,0,kalo ujung kantor pajak pajak online perintah kalo bikin program aplikasi ringan bingung,"['kalo', 'ujung', 'kantor', 'pajak', 'pajak', 'online', 'perintah', 'kalo', 'bikin', 'program', 'aplikasi', 'ringan', 'bingung']"
Pengguna Google,1,2024-03-28 23:06:28,"Setelah donlod app ini ko dpt wa penipuan an djp online y,",0,unknown,12,58,2024-03,False,Negatif,2024,0,donlod aplikasi ko wa tipu an djp online,"['donlod', 'aplikasi', 'ko', 'wa', 'tipu', 'an', 'djp', 'online']"
Pengguna Google,5,2024-03-30 14:50:49,The best,0,1.4.0,2,8,2024-03,False,Positif,2024,2,the best,"['the', 'best']"
Pengguna Google,1,2026-02-03 19:06:03,Gak iso login,0,2.0.6,3,13,2026-02,False,Negatif,2026,0,tidak iso login,"['tidak', 'iso', 'login']"
Pengguna Google,1,2026-02-12 11:13:01,ga bisa lihat SPT we'll be back son tolong dipermudah dong,1,3.0.6,11,58,2026-02,False,Negatif,2026,0,tidak lihat spt we ll be back son tolong mudah,"['tidak', 'lihat', 'spt', 'we', 'll', 'be', 'back', 'son', 'tolong', 'mudah']"
Pengguna Google,5,2024-02-29 10:39:21,"Aplikasi ini sangat cerdas...🤗🤗 Terbantu sekali,,saya sudah lupa dengan efin saya dan mertua tinggal isi data dan foto diri..langsung dapat efinnya..terima kasih m-pajak 🙏🙏 Mudah²n dapat lebih ditingkatkan lagi, dapat digunakan utk segala keperluan perpajakan spt pelaporan dan pembayaran pajak..",16,1.3.0,40,296,2024-02,False,Positif,2024,2,aplikasi cerdas bantu lupa efin mertua tinggal isi data foto langsung efinnya terima kasih pajak mudah tingkat perlu paja spt lapor bayar pajak,"['aplikasi', 'cerdas', 'bantu', 'lupa', 'efin', 'mertua', 'tinggal', 'isi', 'data', 'foto', 'langsung', 'efinnya', 'terima', 'kasih', 'pajak', 'mudah', 'tingkat', 'perlu', 'paja', 'spt', 'lapor', 'bayar', 'pajak']"
Pengguna Google,5,2024-05-21 21:44:14,Semoga selalu membantu kami,0,1.4.0,4,27,2024-05,False,Positif,2024,2,moga bantu,"['moga', 'bantu']"
Pengguna Google,1,2026-03-14 12:09:29,"kenapa sih nomor telponya gak terbaca, klo nomor telpon di ganti, seharusnya di aplikasi ada opsi untuk ganti nomor telpon.. kirain pakai aplikasi udah gak ribet, malah semakin ribet..",5,3.0.6,29,184,2026-03,False,Negatif,2026,0,nomor telponya tidak baca klo nomor telpon ganti aplikasi opsi ganti nomor telpon kirain pakai aplikasi tidak ribet ribet,"['nomor', 'telponya', 'tidak', 'baca', 'klo', 'nomor', 'telpon', 'ganti', 'aplikasi', 'opsi', 'ganti', 'nomor', 'telpon', 'kirain', 'pakai', 'aplikasi', 'tidak', 'ribet', 'ribet']"
Pengguna Google,5,2026-04-06 10:39:42,good,0,3.0.6,1,4,2026-04,True,Positif,2026,2,good,['good']
Pengguna Google,1,2025-12-25 17:58:40,aplikasi erorr,0,2.0.6,2,14,2025-12,False,Negatif,2025,0,aplikasi erorr,"['aplikasi', 'erorr']"
Pengguna Google,5,2024-02-23 18:47:05,Mantap,0,1.3.0,1,6,2024-02,True,Positif,2024,2,mantap,['mantap']
Pengguna Google,5,2024-02-20 13:24:12,Mantap,0,1.2.5,1,6,2024-02,True,Positif,2024,2,mantap,['mantap']
Pengguna Google,5,2024-02-13 16:20:11,Luar biasa,0,1.3.0,2,10,2024-02,True,Positif,2024,2,,[]
Pengguna Google,5,2025-10-20 20:23:53,aplikasi yang bagus,0,2.0.6,3,19,2025-10,False,Positif,2025,2,aplikasi bagus,"['aplikasi', 'bagus']"
Pengguna Google,5,2025-01-14 09:56:22,Mantap,0,2.0.2,1,6,2025-01,True,Positif,2025,2,mantap,['mantap']
Pengguna Google,5,2024-03-07 08:19:43,Membantu 👍👍👍,0,1.4.0,2,12,2024-03,False,Positif,2024,2,bantu,['bantu']
Muhammad Fauzi Lufthansyahrizal,1,2024-04-27 23:20:57,"app gajelas, NPWP sama password udah sama kayak ereg pajak, masih ga bisa login. heran kok bisa ada app sebobrok ini",3,1.4.0,21,116,2024-04,False,Negatif,2024,0,aplikasi gajelas npwp password kayak ereg pajak tidak login heran aplikasi bobrok,"['aplikasi', 'gajelas', 'npwp', 'password', 'kayak', 'ereg', 'pajak', 'tidak', 'login', 'heran', 'aplikasi', 'bobrok']"
Pengguna Google,4,2024-03-21 09:53:35,Aplikasi nya sudah bagus dan bermanfaat,0,1.3.0,6,39,2024-03,False,Positif,2024,2,aplikasi nya bagus manfaat,"['aplikasi', 'nya', 'bagus', 'manfaat']"
Pengguna Google,1,2025-07-23 16:37:55,sangat buruk fitur kurang lengkap,0,2.0.4,5,33,2025-07,False,Negatif,2025,0,buruk fitur lengkap,"['buruk', 'fitur', 'lengkap']"
Pengguna Google,5,2025-01-08 21:13:40,Sangat membantu,0,1.4.0,2,15,2025-01,True,Positif,2025,2,bantu,['bantu']
Pengguna Google,5,2024-09-01 14:08:40,bagus,0,1.4.0,1,5,2024-09,True,Positif,2024,2,bagus,['bagus']
Pengguna Google,4,2025-03-06 08:13:31,Halo ka kenapa halaman wep tidak ada tampil tombol kirim di adroid versi xiomi hyper os ka,0,2.0.3,17,90,2025-03,False,Positif,2025,2,halo ka halaman wep tidak tampil tombol kirim adroid versi xiomi hyper os ka,"['halo', 'ka', 'halaman', 'wep', 'tidak', 'tampil', 'tombol', 'kirim', 'adroid', 'versi', 'xiomi', 'hyper', 'os', 'ka']"
Pengguna Google,5,2024-12-12 08:48:07,Mantap,0,2.0.0,1,6,2024-12,True,Positif,2024,2,mantap,['mantap']
Pengguna Google,1,2025-01-13 22:33:02,Saya berulang kali daftar ada aja kendalanya di aplikasi online ini. Tolong lebih ditingkatkan lagi,1,unknown,15,99,2025-01,False,Negatif,2025,0,ulang kali daftar kendala aplikasi online tolong tingkat,"['ulang', 'kali', 'daftar', 'kendala', 'aplikasi', 'online', 'tolong', 'tingkat']"
Pengguna Google,1,2026-04-16 16:56:56,"lemot susah login, susah masuk mau di situs ataupun aplikasi",0,3.0.9,10,60,2026-04,False,Negatif,2026,0,lot susah login susah masuk situs aplikasi,"['lot', 'susah', 'login', 'susah', 'masuk', 'situs', 'aplikasi']"
Muhamad Kholis,4,2026-03-02 13:46:27,"⭐⭐⭐⭐ dulu, Sampai saat ini (30/01/2024) belum bisa untuk login dengan NIK",0,3.0.6,12,73,2026-03,False,Positif,2026,2,belum login nik,"['belum', 'login', 'nik']"
Pengguna Google,5,2024-10-25 15:28:51,Good apps,0,1.4.0,2,9,2024-10,False,Positif,2024,2,good apps,"['good', 'apps']"
Pengguna Google,1,2025-08-16 12:41:13,aplikasi konyol,0,unknown,2,15,2025-08,False,Negatif,2025,0,aplikasi konyol,"['aplikasi', 'konyol']"
Pengguna Google,5,2024-02-29 17:00:20,Sangat medukung,0,unknown,2,15,2024-02,False,Positif,2024,2,medukung,['medukung']
Pengguna Google,1,2026-04-24 10:17:03,untuk apa di ubah dari djp ke cortec.. susah anjay,0,3.0.9,10,50,2026-04,False,Negatif,2026,0,ubah djp cortec susah anjay,"['ubah', 'djp', 'cortec', 'susah', 'anjay']"
Pengguna Google,4,2024-03-12 20:58:27,Mayan fitur LUPA EFIN Udah bisa digunakan,0,1.4.0,7,41,2024-03,False,Positif,2024,2,mayan fitur lupa efin,"['mayan', 'fitur', 'lupa', 'efin']"
Pengguna Google,5,2025-03-29 20:49:09,bagi yg lupa efin..dan lupa pasword.bisa banget lewat ini.,0,2.0.4,9,58,2025-03,False,Positif,2025,2,lupa efin lupa pasword,"['lupa', 'efin', 'lupa', 'pasword']"
Pengguna Google,1,2024-05-31 09:03:04,"Aplikasi eror npwp dan sandi sdh betul pun ttp tidak bisa log in....perbaiki lagi coba .jangan kecewakan orang,!!!",0,1.4.0,18,114,2024-05,False,Negatif,2024,0,aplikasi eror npwp sandi ttp tidak log in baik coba jangan kecewa orang,"['aplikasi', 'eror', 'npwp', 'sandi', 'ttp', 'tidak', 'log', 'in', 'baik', 'coba', 'jangan', 'kecewa', 'orang']"
Pengguna Google,5,2024-12-16 12:18:08,Mempermudah pembayaran pajak,0,2.0.0,3,28,2024-12,True,Positif,2024,2,mudah bayar pajak,"['mudah', 'bayar', 'pajak']"
Pengguna Google,1,2025-09-03 21:41:02,sangat menyulitkan untuk mendaftar kartu pajak,0,2.0.4,6,46,2025-09,False,Negatif,2025,0,sulit daftar kartu pajak,"['sulit', 'daftar', 'kartu', 'pajak']"
Pengguna Google,1,2024-01-18 11:18:23,Aplikasi ga bisa di buka Pemerintah yang tolol.,0,1.2.5,8,47,2024-01,False,Negatif,2024,0,aplikasi tidak buka perintah tolol,"['aplikasi', 'tidak', 'buka', 'perintah', 'tolol']"
Pengguna Google,1,2025-03-03 20:53:37,Jelek susah login.lemot..balas ke email lama,0,2.0.3,6,44,2025-03,False,Negatif,2025,0,jelek susah login lot balas email,"['jelek', 'susah', 'login', 'lot', 'balas', 'email']"
Pengguna Google,5,2024-09-17 11:12:37,Ok,0,1.4.0,1,2,2024-09,True,Positif,2024,2,ok,['ok']
Pengguna Google,1,2026-01-30 14:43:12,apk tolol,0,2.0.6,2,9,2026-01,False,Negatif,2026,0,aplikasi tolol,"['aplikasi', 'tolol']"
Pengguna Google,1,2026-04-10 04:05:35,"tidak bisa login, mau ganti kata sandi tidak bisa. makin parah aplikasi pemerintah",0,3.0.9,13,82,2026-04,False,Negatif,2026,0,tidak login ganti sandi tidak parah aplikasi perintah,"['tidak', 'login', 'ganti', 'sandi', 'tidak', 'parah', 'aplikasi', 'perintah']"
